phase	read_thru	write_thru	read_util	write_util	read_qocc	write_qocc	read_respt	write_respt	
1	0.0022069897192166384	4.198703672598286e-05	0.03282725	0.0005340000000000001	0.262618	0.004272000000000001	118.99375774764151	101.74568945839316	
2	0.0022461441406846933	1.300018851611813e-06	0.03345475	1.7749999999999998e-05	0.267638	0.000142	119.15441896725993	109.22918527215431	
3	0.0020385647764827436	3.0001800404190756e-06	0.029831124999999993	4.112500000000001e-05	0.23864899999999994	0.0003290000000000001	117.0671654651834	109.66008558407856	
4	0.0022266193079313592	2.4000235234532424e-06	0.032613125	3.4e-05	0.260905	0.00027200000000000005	117.17539638259663	113.33222251448453	
5	0.0021085000199801977	2.499989373499007e-06	0.03139662499999999	3.6375e-05	0.2511729999999999	0.000291	119.12402068763502	116.40049477198932	
6	0.002232375777608007	7.923865393000116e-06	0.03408750000000001	0.00011075	0.27270000000000005	0.000886	122.15685313168842	111.8141154672675	
7	0.005985445499711306	0.0051289923164013155	0.17080792615048343	0.13518232384951653	1.3757899999999983	1.0887359999999997	229.85590630912208	212.27093605082564	
8	0.017414293033589205	0.008330249393360661	0.6693822407118238	0.3176860092881757	9.432799999999993	4.555961000000003	541.6699938266646	546.9177193699836	
9	0.010672076029229734	0.006046487104517292	0.3158879471310206	0.17379855286897922	2.619016000000001	1.4425390000000002	245.40829664507467	238.57472530161994	
10	0.01646215598743443	0.002487268337901552	0.4898120937554878	0.07374790624451226	4.094839999999997	0.6219429999999996	248.74263147096835	250.05062402101646	
11	0.016985713458140653	0.008289953962626842	0.6511105013680524	0.31468387363194716	8.407178999999987	4.097239000000002	494.9558945945083	494.2414660529318	
12	0.00965388512906511	0.003159554064362643	0.2268040285742035	0.07004284642579645	1.821127999999999	0.5628359999999999	188.64197943655856	178.13779683290124	
13	0.016988213860648832	0.003722307763310015	0.5996764271329649	0.13098569786703534	5.450112	1.2069459999999999	320.81724686928584	324.24669767948967	
14	0.014952142379458785	0.008258043658904934	0.5789307494466066	0.3176941255533933	6.125626999999996	3.3849439999999986	409.6822277732833	409.896597767426	
15	0.013339349728746933	0.0031345961234563245	0.354257130891494	0.08478799410850593	2.8782760000000014	0.6914690000000001	215.77333667151552	220.59269289134454	
16	0.017001035315630676	0.0078996186440678	0.6604605696531466	0.3028588053468533	8.091250999999996	3.7462530000000007	475.92695678721026	474.23213306799823	
