1	1.3616789501455295e-05	0.0	1.0	1.0	26.149760999999998	36.850238	2.6950803222308726	9.840624246030368
2	7.82084019286192e-05	0	0.6249975	0.0	4.99998	0.0	63931.49427299999	NaN
3	0.00010528409157376321	0.0	0.49999662500000003	0.25	3.9999730000000002	2.0	37992.187995444445	Infinity
4	8.567952430728104e-06	0.0	0.49999975	0.25	3.999998	2.0	466855.76657200005	Infinity
5	0.0001119532483235001	0	0.49999625000000003	0.0	3.9999700000000002	0.0	35728.932031000004	NaN
6	7.265567386321116e-05	0	0.6249975	0.0	4.99998	0.0	68817.47472899998	NaN
7	0.0001121201928467317	0	0.749996	0.0	5.999968	0.0	53513.714592	NaN
8	7.766731759275696e-05	0	0.49999737499999997	0.0	3.9999789999999997	0.0	51501.44390171429	NaN
9	5.914133735958281e-05	0.0	0.6249978749999999	0.25	4.999982999999999	2.0	84542.94784711764	Infinity
10	7.537057197889625e-05	0	0.49999775	0.0	3.999982	0.0	53070.87229111111	NaN
11	0.0001208047014347335	0	0.6249957500000001	0.0	4.999966000000001	0.0	41388.836201058824	NaN
12	3.439830485153691e-06	0.0	0.624999875	0.25	4.999999	2.0	1453559.7092880001	Infinity
13	9.403376220905749e-05	0	0.624997125	0.0	4.999977	0.0	53172.14671134783	NaN
14	0.00011664152840623429	0	0.624996375	0.0	4.999971	0.0	42866.13068534483	NaN
15	7.510270294627905e-05	0	0.6249975	0.0	4.99998	0.0	66575.23369799998	NaN
16	7.5605219784373915e-06	0.0	0.6249997500000001	0.25	4.999998000000001	2.0	661329.735468	Infinity
17	7.591957586263618e-05	0	0.49999775	0.0	3.999982	0.0	52687.09624033333	NaN
18	0.00010979559719655242	0	0.62499625	0.0	4.99997	0.0	45538.893431666664	NaN
19	1.3642890519214306e-05	0.0	0.6249994999999999	0.25	4.999995999999999	2.0	366490.956807	Infinity
20	0.00011099354017596175	0	0.62499625	0.0	4.99997	0.0	45047.39638066667	NaN
21	3.7778189140281747e-06	0.0	0.624999875	0.25	4.999999	2.0	1323514.7352970003	Infinity
22	3.5587821847363835e-05	0.0	0.62499875	0.25	4.99999	2.0	140497.219005	Infinity
23	7.804847590838671e-05	0	0.4999975	0.0	3.99998	0.0	51249.94374899999	NaN
24	5.298053343828525e-05	0.0	0.49999825000000003	0.25	3.9999860000000003	2.0	75499.16432342857	Infinity
25	7.415647015202076e-05	0	0.624997625	0.0	4.999981	0.0	67424.743785	NaN
26	0.00010696023136320814	0	0.49999675	0.0	3.999974	0.0	37396.83384207692	NaN
27	1.1110329273125224e-05	0.0	0.6249996250000001	0.25	4.9999970000000005	2.0	450031.39664766676	Infinity
28	0.00010198993699288336	0	0.624996625	0.0	4.999973	0.0	49024.17971244445	NaN
29	0.0001275924042419006	0	0.6249956249999999	0.0	4.9999649999999995	0.0	39187.011403285724	NaN
30	5.179736869367036e-05	0.0	0.62499825	0.25	4.999986	2.0	96529.72971600002	Infinity
31	9.122457590074766e-05	0	0.49999699999999997	0.0	3.9999759999999998	0.0	43847.57024633334	NaN
32	4.183939946515302e-05	0.0	0.6249984999999999	0.25	4.999987999999999	2.0	119504.2965223333	Infinity
33	1.0336166591442344e-05	0.0	0.6249996250000001	0.25	4.9999970000000005	2.0	483738.04309033335	Infinity
34	7.561122221760154e-05	0	0.6249975	0.0	4.99998	0.0	66127.485489	NaN
35	1.918075173202188e-05	0.0	0.49999937499999997	0.25	3.9999949999999997	2.0	208542.13932199997	Infinity
36	7.63038418984396e-05	0	0.49999775	0.0	3.999982	0.0	52421.764101	NaN
37	5.309002931328046e-05	0.0	0.49999825000000003	0.25	3.9999860000000003	2.0	75343.4505827143	Infinity
38	7.5450344242195595e-06	0.0	0.49999975	0.25	3.999998	2.0	530149.734925	Infinity
39	4.490849893342315e-05	0.0	0.6249984999999999	0.25	4.999987999999999	2.0	111337.23278999998	Infinity
40	6.068353938766264e-05	0.0	0.499998125	0.25	3.999985	2.0	65915.48614933333	Infinity
41	4.5775668706227024e-05	0.0	0.4999985	0.25	3.999988	2.0	87382.40451866666	Infinity
42	2.1968124251710768e-05	0.0	0.62499925	0.25	4.999994	2.0	227602.226877	Infinity
43	1.9553553271700536e-05	0.0	0.49999937499999997	0.25	3.9999949999999997	2.0	204566.14429199995	Infinity
44	5.432558409057162e-05	0.0	0.6249981250000001	0.25	4.999985000000001	2.0	92037.39055366667	Infinity
45	5.613857807999045e-05	0.0	0.6249979999999999	0.25	4.9999839999999995	2.0	89065.027491	Infinity
