33.9801	34.7103	119.786	103.792	1112.91	2823.59
31.9267	32.1357	121.353	105.777	1035.74	2144.73
30.807	29.9803	120.962	105.872	1015.65	1922.6
31.7667	31.2089	122.166	107.543	984.676	1943.34
31.2854	31.3285	121.543	105.77	999.753	1967.53
32.8978	31.8417	121.79	106.171	1092.95	2039.14
32.2292	34.7557	121.508	106.522	1023.68	2307.39
30.4576	31.4013	121.787	106.339	934.072	1975.97
31.6759	31.6036	121.657	106.197	1027.27	2036.23
32.4903	34.4305	121.867	106.56	1034.39	2239.26
32.7667	32.6822	122.324	106.592	1025.0	2083.79
31.4346	30.6099	121.412	106.127	1079.37	2032.3
28.3475	28.1071	119.327	106.984	1641.53	3528.8
32.8457	20.3059	127.422	138.027	826.266	3056.52
33.5223	40.4625	122.339	106.093	830.861	3573.36
32.9694	33.7953	123.78	107.959	814.255	2509.39
32.9748	36.3222	124.249	108.766	799.925	2743.4
32.8979	46.4853	119.145	103.613	1631.48	5289.11
32.7339	56.9131	101.064	81.0897	12758.6	30179.0
32.9417	58.26	107.048	81.3059	1207.9	3436.65
32.9917	55.4066	94.807	76.4711	1545.25	3078.63
32.9385	54.2611	107.248	87.3513	1368.08	3600.44
32.8856	49.7775	131.114	117.319	1090.76	2041.09
32.7537	41.5027	131.874	117.612	1123.48	1624.5
32.9362	45.1238	128.086	114.779	1843.57	3065.25
32.9536	45.7687	126.722	110.553	949.864	1932.3
32.9896	46.4591	123.55	107.449	866.353	2790.83
32.9451	39.0981	122.534	106.019	855.948	2388.13
32.9947	46.9672	122.448	106.044	893.7	3160.21
32.9974	39.4813	122.68	105.692	875.573	2409.99
32.9792	39.8575	122.753	106.239	877.961	2448.14
32.9543	37.8986	122.468	106.098	890.702	2369.3
32.8786	41.8813	122.585	106.432	865.066	2675.1
32.9768	38.7549	122.458	106.235	888.429	2402.5
32.9294	40.6392	122.669	106.421	867.718	2562.53
32.9164	38.0972	123.011	106.247	872.469	2302.52
32.989	37.5982	122.404	105.663	971.895	2435.39
32.881	41.5608	122.324	109.978	1073.39	3318.7
32.7612	37.8701	121.877	105.272	1159.51	2076.86
32.8207	43.3904	121.786	105.069	1141.29	2654.35
32.9065	35.735	121.244	105.086	1111.51	2155.7
32.9316	43.9426	121.054	104.286	1121.57	2876.06
32.9231	33.2716	121.114	104.65	1124.91	1995.6
32.8795	39.4651	120.837	104.394	1123.08	2551.64
32.9352	38.1006	121.191	104.481	1116.41	2365.88
32.9461	40.2279	121.278	104.652	1093.74	2531.95
32.954	38.4797	120.927	104.527	1117.43	2413.33
32.9211	37.7382	121.219	104.506	1126.74	2379.3
32.8919	36.3061	121.172	104.604	1116.56	2234.59
32.5556	38.84	122.569	110.759	1111.75	2904.99
32.96	40.9188	123.738	108.889	931.396	2139.79
32.9572	44.9785	123.873	108.942	897.362	2643.11
32.9492	37.1753	122.956	107.863	896.426	2232.34
32.9368	36.0625	122.851	107.843	898.583	2156.46
32.9181	36.1965	123.405	108.28	875.576	2117.98
32.9167	36.5432	122.519	107.51	912.171	2201.71
32.9346	39.8585	122.994	107.992	880.669	2469.21
32.9596	38.128	123.033	108.123	876.755	2299.36
32.9731	37.8416	123.169	107.669	898.419	2289.76
32.9928	40.5411	122.895	107.674	896.037	2529.59
32.9858	39.3128	122.934	107.792	904.594	2438.29
32.8851	41.9468	122.943	108.478	1024.64	2890.2
32.6326	39.4799	124.417	113.587	916.616	3067.38
32.9522	36.0928	126.273	111.031	864.439	2030.52
32.9531	39.0058	124.149	108.0	831.264	2971.84
32.8937	36.6324	122.508	107.234	943.544	2991.59
32.8581	46.7393	109.183	97.3552	8627.13	18621.6
32.9955	57.5869	113.666	86.2563	2210.31	6607.28
32.9982	53.9957	93.9516	75.5413	1312.75	2613.07
32.8478	57.6011	95.432	77.3236	1602.24	3400.12
32.9999	55.9161	122.992	109.931	1116.79	3066.86
32.9608	44.6394	132.345	117.923	1129.23	1714.04
32.8096	46.1233	130.618	117.038	1296.53	2207.35
32.1512	51.6134	126.163	111.331	1396.8	3195.44
32.9275	49.0143	125.562	109.886	903.114	2508.18
32.9718	38.3201	122.604	106.143	893.215	2385.07
32.9587	39.7208	122.502	106.42	872.553	2427.89
32.9917	39.1817	122.58	106.192	863.401	2409.15
32.9461	37.7701	122.555	106.314	877.217	2296.5
32.9761	40.5232	122.676	106.582	872.394	2541.75
32.9949	39.8702	122.78	105.985	876.302	2509.52
32.994	37.0792	122.756	106.47	885.946	2247.59
32.9287	39.6675	122.725	106.287	873.519	2453.51
32.9489	39.8242	122.631	105.747	882.746	2494.25
32.992	38.5836	122.315	105.482	933.513	2359.77
32.8498	34.595	123.566	112.336	1040.78	2704.36
32.9982	53.9545	120.0	102.656	1139.67	3804.09
32.9784	44.0306	122.562	106.165	1166.06	2505.89
32.8955	38.9651	121.798	105.373	1123.8	2404.67
32.8911	36.7578	120.946	104.919	1118.56	2306.61
32.7428	42.3399	121.007	104.624	1112.99	2793.99
32.8334	41.2096	120.978	104.175	1115.75	2693.04
32.9439	38.5813	121.194	104.606	1099.6	2420.57
32.8186	46.1654	121.086	104.389	1107.97	3116.12
32.9569	36.5194	120.979	104.538	1116.18	2246.67
32.8954	39.8539	121.113	104.9	1101.52	2565.24
32.882	36.0372	121.076	104.591	1121.21	2215.66
32.815	36.2598	120.996	104.922	1241.59	2461.32
32.7794	47.4682	123.973	112.299	905.613	3256.24
32.9406	39.3046	124.54	109.898	916.3	1980.76
32.9499	42.6	123.103	107.913	914.32	2657.11
32.9903	37.9639	123.337	108.967	886.403	2272.79
32.9476	39.7706	122.569	107.42	926.71	2474.41
32.977	42.4101	122.59	107.541	912.526	2765.1
32.9116	38.8805	123.389	108.736	868.135	2326.46
32.9239	35.8928	122.647	107.224	925.903	2170.44
32.9285	40.6902	122.996	107.486	903.546	2509.87
32.9605	38.7081	122.988	108.109	884.642	2341.25
32.9465	43.029	122.921	107.548	911.839	2761.35
32.9003	38.6903	122.808	107.845	922.931	2432.99
32.9366	35.6403	124.068	113.947	1000.6	2710.45
32.9521	39.5129	125.556	110.254	883.678	2269.3
32.9032	36.5567	124.735	109.351	825.797	2541.36
32.9009	32.7324	123.953	108.38	813.926	2421.6
32.0373	46.4364	115.562	101.382	2250.1	6963.97
32.1932	54.9009	100.075	79.887	8521.94	17860.5
32.9904	57.5182	106.977	80.922	1190.38	3382.3
32.975	54.6707	94.9107	76.8757	1567.0	3032.07
32.9675	55.6565	110.776	91.9614	1290.41	3556.92
32.9972	48.9914	131.471	117.243	1123.05	1986.71
32.7276	44.8109	131.978	117.537	1099.94	1796.71
32.9918	45.596	127.68	114.333	1768.83	3034.54
32.9586	46.0215	126.847	110.907	965.29	2014.31
32.9729	36.269	123.212	106.561	900.831	2055.02
32.9378	38.6105	122.81	106.329	854.905	2351.77
32.981	38.824	122.428	105.926	897.501	2415.24
32.9344	41.7535	122.307	105.805	901.043	2726.9
32.9518	42.569	122.809	106.565	872.746	2680.43
32.9753	39.814	122.544	106.472	893.511	2559.16
32.9965	37.9406	122.461	106.053	899.587	2358.43
32.9928	39.6997	122.727	106.622	872.814	2444.23
32.9459	39.9639	122.816	106.535	867.315	2521.83
32.9217	36.5	122.652	106.037	883.909	2209.02
32.9704	39.6006	122.517	106.496	977.351	2589.98
32.8645	43.4956	122.642	110.272	1073.45	3535.33
32.6701	44.0964	121.856	105.672	1135.38	2522.61
32.8355	40.0357	121.568	105.121	1151.38	2405.56
32.8862	37.5005	121.189	105.396	1106.95	2322.24
32.8945	40.2224	121.085	104.738	1128.62	2646.71
32.8805	40.4532	121.366	104.521	1120.76	2617.45
32.921	38.9075	120.829	104.517	1127.59	2516.09
32.8512	48.5524	120.899	103.988	1105.04	3319.43
32.739	38.4192	121.218	104.226	1096.09	2370.05
32.9368	40.5096	121.176	104.852	1102.52	2601.93
32.9059	38.6379	120.906	104.197	1130.64	2451.64
32.8116	36.5145	121.431	104.835	1123.48	2269.61
32.926	41.7139	123.544	111.493	1066.02	3037.46
32.9317	45.3301	123.783	109.087	925.631	2412.28
32.9988	39.3032	123.794	108.609	880.522	2203.64
32.9811	38.0748	122.75	108.29	917.104	2341.16
32.9127	36.2165	122.599	107.598	933.449	2198.09
32.9657	39.6082	123.549	108.322	863.652	2371.56
32.9722	37.2199	122.593	107.713	931.093	2272.06
32.9355	37.1241	122.84	107.798	897.034	2263.32
32.9848	40.8385	123.207	107.699	875.006	2466.41
32.7638	40.3156	122.762	107.576	904.991	2542.69
32.9075	40.3721	122.926	108.255	906.481	2549.93
32.9769	39.1781	123.06	108.074	878.124	2403.57
32.597	38.4741	122.337	107.637	1043.03	2594.43
32.9778	42.29	125.673	114.918	913.466	3274.79
32.9671	45.8537	126.077	111.208	853.931	2985.34
32.9825	36.8525	123.775	108.101	823.581	2746.97
32.9955	42.0935	121.499	105.702	932.649	3233.52
32.4306	38.9041	107.638	113.749	20182.7	56930.5
32.9983	57.9477	110.591	82.857	1794.47	4984.41
32.9886	52.0553	94.1876	75.8105	1416.15	2609.82
32.929	54.123	95.5935	77.483	1605.54	3116.89
32.9996	54.8523	125.934	113.81	1080.11	2839.62
32.8436	43.8648	132.491	117.919	1110.39	1665.29
32.5624	42.1197	130.073	117.033	1599.82	2429.36
32.6564	49.4263	126.345	110.894	1144.29	2513.88
32.9827	45.5486	125.094	109.453	874.096	2304.49
32.9859	39.9257	122.428	106.389	888.138	2542.47
32.9402	39.6156	122.449	106.337	892.819	2454.45
32.9711	37.0332	122.706	106.69	863.155	2196.94
32.9815	37.8	122.506	105.9	895.809	2343.53
32.9977	44.3909	122.305	105.88	885.221	2923.95
32.9477	37.7416	122.725	105.783	868.464	2267.17
32.9845	43.3421	122.503	106.237	883.839	2818.66
32.9937	37.4905	122.427	106.243	873.586	2296.08
32.958	36.72	122.617	105.786	880.513	2194.09
32.9653	38.9847	122.584	106.135	957.346	2513.21
32.9048	38.9796	123.165	111.363	1006.32	2964.65
32.9299	40.4266	120.522	103.438	1157.32	2557.25
32.8595	39.9012	122.307	106.202	1146.05	2194.72
32.9471	38.4463	121.383	105.195	1125.69	2380.84
32.862	37.5344	121.293	104.473	1112.06	2303.34
32.9655	40.4255	120.859	104.023	1141.23	2628.67
32.9591	38.5169	121.051	104.171	1119.15	2449.97
